Date,Time,HomeTeam,AwayTeam,FTR,HomePoints,AwayPoints,FTR_numerical,HT_form_points_5,AT_form_points_5,HT_h2h_points_5,AT_h2h_points_5
2024-02-26,17:00,Galatasaray,Antalyaspor,H,3,0,1,3.0,1.0,0.6,0.0
2024-03-01,17:00,Kasimpasa,Sivasspor,D,1,1,0,2.0,2.2,0.6,0.0
2024-03-02,13:00,Rizespor,Kayserispor,H,3,0,1,0.2,1.8,0.0,0.6
2024-03-02,16:00,Hatayspor,Fenerbahce,A,0,3,2,1.4,2.6,0.0,0.6
2024-03-02,10:30,Ankaragucu,Istanbulspor,D,1,1,0,0.2,0.4,0.0,0.6
2024-03-03,10:30,Pendikspor,Konyaspor,A,0,3,2,0.8,1.4,0.6,0.0
2024-03-03,16:00,Besiktas,Galatasaray,A,0,3,2,2.0,3.0,0.0,0.6
2024-03-03,10:30,Buyuksehyr,Samsunspor,H,3,0,1,1.8,1.6,0.2,0.2
2024-03-04,17:00,Alanyaspor,Trabzonspor,H,3,0,1,0.8,1.8,0.0,0.6
2024-03-04,17:00,Antalyaspor,Gaziantep,H,3,0,1,0.4,1.0,0.0,0.6
2024-03-04,14:00,Ad. Demirspor,Karagumruk,H,3,0,1,0.2,1.6,0.0,0.6
2024-03-08,17:00,Galatasaray,Rizespor,H,3,0,1,3.0,0.8,0.6,0.0
2024-03-09,10:30,Sivasspor,Alanyaspor,A,0,3,2,1.8,1.2,0.6,0.0
2024-03-09,13:00,Konyaspor,Ad. Demirspor,D,1,1,0,2.0,0.8,0.0,0.6
2024-03-09,16:00,Buyuksehyr,Antalyaspor,H,3,0,1,1.8,0.8,0.0,0.6
2024-03-09,16:00,Trabzonspor,Karagumruk,H,3,0,1,1.8,1.0,0.2,0.2
2024-03-10,10:30,Kayserispor,Hatayspor,D,1,1,0,1.6,0.8,0.6,0.0
2024-03-10,13:00,Istanbulspor,Kasimpasa,A,0,3,2,0.4,1.6,0.0,0.6
2024-03-10,13:00,Samsunspor,Ankaragucu,H,3,0,1,1.4,0.4,0.0,0.6
2024-03-10,16:00,Fenerbahce,Pendikspor,H,3,0,1,2.6,0.6,0.6,0.0
2024-03-11,17:30,Gaziantep,Besiktas,H,3,0,1,1.0,2.0,0.0,0.6
2024-03-15,17:30,Pendikspor,Istanbulspor,H,3,0,1,0.0,0.4,0.6,0.0
2024-03-15,17:30,Karagumruk,Konyaspor,D,1,1,0,1.0,2.0,0.2,0.2
2024-03-16,10:30,Alanyaspor,Kayserispor,H,3,0,1,1.8,1.6,0.0,0.6
2024-03-16,13:00,Ankaragucu,Buyuksehyr,H,3,0,1,0.2,1.8,0.2,0.2
2024-03-16,17:30,Ad. Demirspor,Sivasspor,H,3,0,1,1.0,1.6,0.2,0.2
2024-03-16,17:30,Besiktas,Antalyaspor,A,0,3,2,1.4,0.8,0.0,0.6
2024-03-17,10:30,Rizespor,Gaziantep,H,3,0,1,0.6,1.4,0.0,0.6
2024-03-17,13:00,Hatayspor,Samsunspor,H,3,0,1,0.4,2.0,0.0,0.6
2024-03-17,13:00,Kasimpasa,Galatasaray,A,0,3,2,1.6,3.0,0.0,0.6
2024-03-17,17:30,Trabzonspor,Fenerbahce,A,0,3,2,2.4,2.6,0.6,0.0
2024-04-02,18:30,Gaziantep,Alanyaspor,A,0,3,2,0.8,2.2,0.6,0.0
2024-04-02,18:30,Galatasaray,Hatayspor,H,3,0,1,3.0,1.0,0.0,0.6
2024-04-02,15:00,Istanbulspor,Rizespor,A,0,3,2,0.4,1.2,0.0,0.6
2024-04-02,18:30,Antalyaspor,Ankaragucu,D,1,1,0,1.4,0.8,0.6,0.0
2024-04-03,15:00,Sivasspor,Karagumruk,H,3,0,1,1.0,0.6,0.0,0.6
2024-04-03,18:30,Fenerbahce,Ad. Demirspor,H,3,0,1,3.0,1.6,0.2,0.2
2024-04-03,18:30,Kayserispor,Kasimpasa,A,0,3,2,1.4,1.0,0.6,0.0
2024-04-03,18:30,Konyaspor,Trabzonspor,A,0,3,2,1.6,1.8,0.0,0.6
2024-04-04,18:30,Buyuksehyr,Besiktas,D,1,1,0,1.8,1.2,0.0,0.6
2024-04-04,18:30,Samsunspor,Pendikspor,D,1,1,0,1.4,0.6,0.0,0.6
2024-04-12,18:00,Trabzonspor,Sivasspor,A,0,3,2,1.8,1.4,0.2,0.2
2024-04-13,14:00,Ankaragucu,Gaziantep,H,3,0,1,1.0,0.6,0.6,0.0
2024-04-13,17:00,Besiktas,Samsunspor,D,1,1,0,0.8,1.4,0.6,0.0
2024-04-13,11:30,Kasimpasa,Konyaspor,A,0,3,2,1.4,1.6,0.0,0.6
2024-04-13,17:00,Ad. Demirspor,Kayserispor,D,1,1,0,1.4,0.8,0.2,0.2
2024-04-14,17:00,Karagumruk,Fenerbahce,A,0,3,2,0.4,3.0,0.0,0.6
2024-04-14,11:30,Pendikspor,Buyuksehyr,A,0,3,2,0.8,2.0,0.0,0.6
2024-04-14,14:00,Hatayspor,Istanbulspor,A,0,3,2,0.8,0.2,0.0,0.6
2024-04-14,14:00,Rizespor,Antalyaspor,H,3,0,1,1.8,1.4,0.2,0.2
2024-04-15,18:00,Alanyaspor,Galatasaray,A,0,3,2,2.6,3.0,0.0,0.6
2024-04-19,18:00,Besiktas,Ankaragucu,H,3,0,1,0.4,1.6,0.2,0.2
2024-04-20,17:00,Kayserispor,Trabzonspor,A,0,3,2,0.4,1.2,0.6,0.0
2024-04-20,17:00,Samsunspor,Ad. Demirspor,D,1,1,0,1.0,1.6,0.6,0.0
2024-04-20,11:30,Istanbulspor,Karagumruk,A,0,3,2,0.8,0.2,0.0,0.6
2024-04-20,14:00,Konyaspor,Alanyaspor,A,0,3,2,1.6,2.4,0.2,0.2
2024-04-21,17:00,Gaziantep,Kasimpasa,H,3,0,1,0.6,1.4,0.0,0.6
2024-04-21,17:00,Galatasaray,Pendikspor,H,3,0,1,3.0,0.8,0.6,0.0
2024-04-21,11:30,Buyuksehyr,Rizespor,H,3,0,1,2.0,2.4,0.0,0.6
2024-04-21,17:00,Antalyaspor,Hatayspor,H,3,0,1,1.4,0.8,0.2,0.2
2024-04-22,18:00,Sivasspor,Fenerbahce,D,1,1,0,1.4,3.0,0.0,0.6
2024-04-26,18:00,Ad. Demirspor,Galatasaray,A,0,3,2,1.2,3.0,0.0,0.6
2024-04-27,14:00,Kasimpasa,Samsunspor,H,3,0,1,1.2,1.2,0.0,0.6
2024-04-27,14:00,Sivasspor,Konyaspor,H,3,0,1,1.4,1.0,0.6,0.0
2024-04-27,17:00,Fenerbahce,Besiktas,H,3,0,1,2.6,1.0,0.6,0.0
2024-04-27,17:00,Hatayspor,Buyuksehyr,A,0,3,2,0.8,2.0,0.0,0.6
2024-04-28,17:00,Rizespor,Ankaragucu,D,1,1,0,1.8,1.4,0.2,0.2
2024-04-28,17:00,Trabzonspor,Gaziantep,H,3,0,1,1.8,1.2,0.6,0.0
2024-04-28,14:00,Alanyaspor,Istanbulspor,H,3,0,1,2.4,0.6,0.6,0.0
2024-04-28,14:00,Pendikspor,Kayserispor,A,0,3,2,0.8,0.4,0.0,0.6
2024-04-29,18:00,Karagumruk,Antalyaspor,H,3,0,1,0.8,1.4,0.0,0.6
2024-05-03,18:00,Ankaragucu,Alanyaspor,D,1,1,0,1.6,2.4,0.2,0.2
2024-05-03,18:00,Besiktas,Rizespor,H,3,0,1,1.0,2.0,0.6,0.0
2024-05-04,14:00,Istanbulspor,Ad. Demirspor,A,0,3,2,0.6,1.0,0.2,0.2
2024-05-04,17:00,Kayserispor,Karagumruk,D,1,1,0,0.8,1.4,0.0,0.6
2024-05-04,17:00,Samsunspor,Trabzonspor,H,3,0,1,0.6,1.8,0.0,0.6
2024-05-05,17:00,Gaziantep,Hatayspor,D,1,1,0,0.6,0.6,0.2,0.2
2024-05-05,14:00,Buyuksehyr,Kasimpasa,H,3,0,1,2.0,1.2,0.6,0.0
2024-05-05,17:00,Galatasaray,Sivasspor,H,3,0,1,3.0,2.0,0.2,0.2
2024-05-06,18:00,Konyaspor,Fenerbahce,D,1,1,0,0.8,2.6,0.0,0.6
2024-05-06,18:00,Antalyaspor,Pendikspor,A,0,3,2,1.4,0.8,0.6,0.0
2024-05-12,17:00,Ad. Demirspor,Gaziantep,A,0,3,2,1.0,0.8,0.2,0.2
2024-05-12,17:00,Alanyaspor,Besiktas,D,1,1,0,2.0,1.6,0.6,0.0
2024-05-12,17:00,Fenerbahce,Kayserispor,H,3,0,1,2.2,1.0,0.6,0.0
2024-05-12,17:00,Hatayspor,Ankaragucu,H,3,0,1,0.2,1.2,0.2,0.2
2024-05-12,17:00,Karagumruk,Galatasaray,A,0,3,2,1.4,3.0,0.0,0.6
2024-05-12,17:00,Kasimpasa,Antalyaspor,H,3,0,1,1.2,0.8,0.2,0.2
2024-05-12,17:00,Konyaspor,Samsunspor,H,3,0,1,0.8,1.2,0.2,0.2
2024-05-12,17:00,Pendikspor,Rizespor,H,3,0,1,0.8,1.4,0.0,0.6
2024-05-12,17:00,Sivasspor,Buyuksehyr,A,0,3,2,2.0,2.6,0.0,0.6
2024-05-12,17:00,Trabzonspor,Istanbulspor,H,3,0,1,1.8,0.6,0.6,0.0
2024-05-17,15:00,Istanbulspor,Sivasspor,A,0,3,2,0.6,1.4,0.0,0.6
2024-05-17,18:00,Antalyaspor,Ad. Demirspor,H,3,0,1,0.6,1.0,0.0,0.6
2024-05-18,17:00,Rizespor,Kasimpasa,D,1,1,0,0.8,1.2,0.2,0.2
2024-05-18,17:00,Kayserispor,Konyaspor,D,1,1,0,1.0,1.4,0.0,0.6
2024-05-18,17:00,Gaziantep,Karagumruk,H,3,0,1,1.4,1.4,0.6,0.0
2024-05-18,17:00,Samsunspor,Alanyaspor,D,1,1,0,1.0,1.6,0.0,0.6
2024-05-18,17:00,Besiktas,Hatayspor,D,1,1,0,1.6,0.8,0.6,0.0
2024-05-18,17:00,Ankaragucu,Pendikspor,D,1,1,0,1.0,1.2,0.2,0.2
2024-05-18,17:00,Buyuksehyr,Trabzonspor,A,0,3,2,3.0,1.8,0.2,0.2
2024-05-19,17:00,Galatasaray,Fenerbahce,A,0,3,2,3.0,2.2,0.2,0.2
2024-05-24,18:00,Alanyaspor,Antalyaspor,D,1,1,0,1.8,1.2,0.2,0.2
2024-05-25,17:00,Sivasspor,Kayserispor,H,3,0,1,1.4,1.0,0.6,0.0
2024-05-25,14:00,Karagumruk,Samsunspor,H,3,0,1,1.4,1.0,0.0,0.6
2024-05-26,17:00,Ad. Demirspor,Buyuksehyr,A,0,3,2,0.8,2.4,0.2,0.2
2024-05-26,17:00,Fenerbahce,Istanbulspor,H,3,0,1,2.2,0.0,0.6,0.0
2024-05-26,17:00,Hatayspor,Rizespor,H,3,0,1,1.0,0.4,0.0,0.6
2024-05-26,17:00,Kasimpasa,Besiktas,H,3,0,1,1.4,1.6,0.6,0.0
2024-05-26,17:00,Konyaspor,Galatasaray,A,0,3,2,1.0,2.4,0.0,0.6
2024-05-26,17:00,Pendikspor,Gaziantep,A,0,3,2,1.4,2.0,0.2,0.2
2024-05-26,17:00,Trabzonspor,Ankaragucu,H,3,0,1,2.4,0.6,0.6,0.0
2024-08-09,19:00,Galatasaray,Hatayspor,H,3,0,1,2.4,1.6,0.6,0.6
2024-08-10,19:45,Antalyaspor,Goztep,D,1,1,0,0.8,0.0,0.0,0.0
2024-08-10,19:45,Fenerbahce,Ad. Demirspor,H,3,0,1,2.6,0.6,0.8,0.2
2024-08-10,17:15,Kasimpasa,Konyaspor,A,0,3,2,2.0,1.0,0.0,1.2
2024-08-11,17:15,Sivasspor,Trabzonspor,D,1,1,0,1.8,2.4,0.8,0.2
2024-08-11,19:45,Alanyaspor,Eyupspor,D,1,1,0,1.4,0.0,0.0,0.0
2024-08-11,19:45,Samsunspor,Besiktas,A,0,3,2,0.8,1.0,0.2,0.8
2024-08-12,19:00,Bodrumspor,Gaziantep,A,0,3,2,0.0,2.0,0.0,0.0
2024-08-12,19:00,Rizespor,Buyuksehyr,D,1,1,0,0.4,2.4,0.6,0.6
2024-08-16,19:00,Konyaspor,Galatasaray,A,0,3,2,1.6,2.4,0.0,1.2
2024-08-17,19:45,Goztep,Fenerbahce,D,1,1,0,0.2,2.6,0.0,0.0
2024-08-17,17:15,Kayserispor,Sivasspor,A,0,3,2,1.0,1.4,0.0,1.2
2024-08-17,19:45,Ad. Demirspor,Rizespor,A,0,3,2,0.6,0.4,0.6,0.6
2024-08-18,19:45,Besiktas,Antalyaspor,H,3,0,1,1.6,1.0,0.0,1.2
2024-08-18,19:45,Gaziantep,Samsunspor,A,0,3,2,2.6,0.8,0.8,0.2
2024-08-18,17:15,Buyuksehyr,Alanyaspor,H,3,0,1,2.0,1.0,0.6,0.6
2024-08-19,19:00,Eyupspor,Bodrumspor,H,3,0,1,0.2,0.0,0.0,0.0
2024-08-19,19:00,Hatayspor,Kasimpasa,D,1,1,0,1.6,1.4,0.2,0.8
2024-08-23,19:00,Alanyaspor,Goztep,D,1,1,0,0.8,0.4,0.0,0.0
2024-08-24,17:15,Sivasspor,Eyupspor,A,0,3,2,2.0,0.8,0.0,0.0
2024-08-24,19:45,Bodrumspor,Konyaspor,H,3,0,1,0.0,1.4,0.0,0.0
2024-08-25,17:15,Kasimpasa,Ad. Demirspor,D,1,1,0,1.6,0.0,1.2,0.0
2024-08-25,19:45,Antalyaspor,Hatayspor,H,3,0,1,1.0,1.6,0.8,0.2
2024-08-25,19:45,Rizespor,Fenerbahce,A,0,3,2,1.0,2.6,0.0,1.2
2024-08-30,19:00,Fenerbahce,Alanyaspor,H,3,0,1,2.6,0.8,0.8,0.2
2024-08-31,17:15,Rizespor,Kasimpasa,A,0,3,2,1.0,1.2,0.4,0.4
2024-08-31,19:45,Goztep,Bodrumspor,H,3,0,1,0.6,0.6,0.0,0.0
2024-08-31,17:15,Konyaspor,Kayserispor,D,1,1,0,0.8,0.4,0.8,0.2
2024-08-31,19:45,Ad. Demirspor,Galatasaray,A,0,3,2,0.2,2.4,0.0,1.2
2024-09-01,17:15,Buyuksehyr,Antalyaspor,H,3,0,1,2.0,1.6,0.6,0.6
2024-09-01,17:15,Eyupspor,Trabzonspor,D,1,1,0,1.4,2.0,0.0,0.0
2024-09-01,19:45,Besiktas,Sivasspor,H,3,0,1,1.6,2.0,0.6,0.6
2024-09-01,19:45,Hatayspor,Samsunspor,A,0,3,2,1.0,0.8,0.6,0.6
2024-09-14,18:00,Bodrumspor,Buyuksehyr,A,0,3,2,0.6,2.0,0.0,0.0
2024-09-14,15:00,Samsunspor,Konyaspor,A,0,3,2,1.4,0.8,0.2,0.8
2024-09-14,15:00,Sivasspor,Gaziantep,H,3,0,1,1.4,2.4,0.8,0.2
2024-09-14,18:00,Galatasaray,Rizespor,H,3,0,1,2.4,0.8,1.2,0.0
2024-09-15,18:00,Trabzonspor,Besiktas,D,1,1,0,2.2,2.0,0.6,0.6
2024-09-15,18:00,Alanyaspor,Hatayspor,D,1,1,0,0.6,0.8,0.4,0.4
2024-09-15,15:00,Kasimpasa,Fenerbahce,A,0,3,2,1.6,2.6,0.0,1.2
2024-09-15,15:00,Kayserispor,Eyupspor,D,1,1,0,0.4,1.6,0.0,0.0
2024-09-16,18:00,Antalyaspor,Ad. Demirspor,H,3,0,1,1.0,0.2,0.6,0.6
2024-09-17,18:00,Galatasaray,Gaziantep,H,3,0,1,3.0,1.8,1.2,0.0
2024-09-18,18:00,Samsunspor,Buyuksehyr,H,3,0,1,1.2,2.6,0.2,0.8
2024-09-19,18:00,Trabzonspor,Kayserispor,D,1,1,0,1.8,0.6,0.6,0.6
2024-09-20,18:00,Hatayspor,Bodrumspor,A,0,3,2,0.4,0.6,0.0,0.0
2024-09-21,15:00,Konyaspor,Sivasspor,D,1,1,0,1.4,1.4,0.0,1.2
2024-09-21,18:00,Fenerbahce,Galatasaray,A,0,3,2,2.6,3.0,0.8,0.2
2024-09-22,18:00,Besiktas,Eyupspor,H,3,0,1,2.0,1.8,0.0,0.0
2024-09-22,18:00,Ad. Demirspor,Alanyaspor,A,0,3,2,0.2,0.6,0.8,0.2
2024-09-22,15:00,Rizespor,Samsunspor,A,0,3,2,0.8,1.8,0.6,0.6
2024-09-22,15:00,Kasimpasa,Antalyaspor,D,1,1,0,1.0,1.4,0.8,0.2
2024-09-23,18:00,Gaziantep,Trabzonspor,D,1,1,0,1.2,1.4,0.0,1.2
2024-09-23,18:00,Goztep,Kayserispor,H,3,0,1,1.2,0.6,0.0,0.0
2024-09-27,18:00,Sivasspor,Buyuksehyr,A,0,3,2,1.4,2.0,0.0,1.2
2024-09-28,14:00,Samsunspor,Goztep,H,3,0,1,2.4,1.8,0.0,0.0
2024-09-28,17:00,Alanyaspor,Rizespor,H,3,0,1,1.0,0.6,0.8,0.2
2024-09-28,17:00,Galatasaray,Kasimpasa,D,1,1,0,3.0,1.2,1.2,0.0
2024-09-29,17:00,Bodrumspor,Ad. Demirspor,H,3,0,1,1.2,0.2,0.0,0.0
2024-09-29,17:00,Antalyaspor,Fenerbahce,A,0,3,2,1.4,2.0,0.0,1.2
2024-09-29,14:00,Eyupspor,Gaziantep,H,3,0,1,1.6,0.8,0.0,0.0
2024-09-29,14:00,Trabzonspor,Konyaspor,H,3,0,1,1.0,1.0,1.2,0.0
2024-09-30,18:00,Kayserispor,Besiktas,A,0,3,2,0.6,2.6,0.2,0.8
2024-10-04,18:00,Rizespor,Antalyaspor,H,3,0,1,0.0,1.4,0.8,0.2
2024-10-05,11:30,Kasimpasa,Bodrumspor,D,1,1,0,1.2,1.8,0.0,0.0
2024-10-05,14:00,Goztep,Sivasspor,H,3,0,1,1.6,0.8,0.0,0.0
2024-10-05,17:00,Buyuksehyr,Kayserispor,D,1,1,0,2.4,0.6,0.2,0.8
2024-10-05,17:00,Hatayspor,Trabzonspor,D,1,1,0,0.4,1.4,0.6,0.6
2024-10-06,17:00,Galatasaray,Alanyaspor,H,3,0,1,2.6,1.6,1.2,0.0
2024-10-06,17:00,Gaziantep,Besiktas,D,1,1,0,0.2,2.6,0.6,0.6
2024-10-06,11:30,Konyaspor,Eyupspor,H,3,0,1,1.0,1.6,0.0,0.0
2024-10-06,14:00,Ad. Demirspor,Samsunspor,A,0,3,2,0.2,2.4,0.2,0.8
2024-10-19,17:00,Eyupspor,Goztep,H,3,0,1,1.0,2.0,0.0,0.0
2024-10-19,11:30,Kayserispor,Gaziantep,D,1,1,0,0.6,0.4,0.8,0.2
2024-10-19,14:00,Trabzonspor,Buyuksehyr,H,3,0,1,1.4,2.0,0.8,0.2
2024-10-19,17:00,Antalyaspor,Galatasaray,A,0,3,2,0.8,2.6,0.0,1.2
2024-10-20,17:00,Alanyaspor,Kasimpasa,A,0,3,2,1.4,1.2,0.2,0.8
2024-10-20,17:00,Samsunspor,Fenerbahce,D,1,1,0,2.4,2.4,0.2,0.8
2024-10-20,11:30,Sivasspor,Hatayspor,H,3,0,1,0.8,0.4,0.4,0.4
2024-10-20,14:00,Besiktas,Konyaspor,H,3,0,1,2.2,1.6,1.2,0.0
2024-10-21,18:00,Bodrumspor,Rizespor,A,0,3,2,1.4,0.6,0.0,0.0
2024-10-25,18:00,Ad. Demirspor,Sivasspor,A,0,3,2,0.0,1.4,0.8,0.2
2024-10-26,14:00,Kasimpasa,Samsunspor,A,0,3,2,1.2,2.6,0.6,0.6
2024-10-26,17:00,Goztep,Trabzonspor,H,3,0,1,1.8,1.8,0.0,0.0
2024-10-26,11:30,Hatayspor,Kayserispor,A,0,3,2,0.4,0.6,0.2,0.8
2024-10-27,10:30,Gaziantep,Konyaspor,H,3,0,1,0.6,1.4,0.2,0.8
2024-10-27,13:00,Alanyaspor,Antalyaspor,A,0,3,2,1.4,0.8,0.4,0.4
2024-10-27,16:00,Fenerbahce,Bodrumspor,H,3,0,1,2.0,1.4,0.0,0.0
2024-10-28,14:00,Buyuksehyr,Eyupspor,D,1,1,0,1.4,1.4,0.0,0.0
2024-10-28,17:00,Galatasaray,Besiktas,H,3,0,1,2.6,2.2,1.2,0.0
2024-11-01,17:00,Gaziantep,Goztep,H,3,0,1,1.2,1.8,0.0,0.0
2024-11-02,10:30,Sivasspor,Rizespor,H,3,0,1,1.4,1.2,0.8,0.2
2024-11-02,13:00,Kayserispor,Ad. Demirspor,D,1,1,0,1.0,0.0,0.4,0.4
2024-11-02,16:00,Besiktas,Kasimpasa,A,0,3,2,2.0,1.2,0.0,1.2
2024-11-03,16:00,Trabzonspor,Fenerbahce,A,0,3,2,1.6,2.0,0.6,0.6
2024-11-03,13:00,Eyupspor,Hatayspor,H,3,0,1,1.4,0.4,0.0,0.0
2024-11-03,10:30,Konyaspor,Buyuksehyr,H,3,0,1,0.8,1.0,0.6,0.6
2024-11-03,13:00,Bodrumspor,Alanyaspor,D,1,1,0,1.4,1.2,0.0,0.0
2024-11-04,17:00,Samsunspor,Antalyaspor,H,3,0,1,2.6,0.8,0.6,0.6
2024-11-08,17:00,Kasimpasa,Kayserispor,A,0,3,2,1.6,1.2,0.6,0.6
2024-11-09,10:30,Antalyaspor,Bodrumspor,H,3,0,1,0.6,1.0,0.0,0.0
2024-11-09,13:00,Hatayspor,Gaziantep,H,3,0,1,0.2,1.6,0.4,0.4
2024-11-09,16:00,Ad. Demirspor,Eyupspor,A,0,3,2,0.2,2.0,0.0,0.0
2024-11-09,16:00,Rizespor,Trabzonspor,H,3,0,1,1.2,1.4,1.2,0.0
2024-11-10,16:00,Fenerbahce,Sivasspor,H,3,0,1,2.0,1.8,0.8,0.2
2024-11-10,16:00,Buyuksehyr,Besiktas,D,1,1,0,1.0,1.4,0.2,0.8
2024-11-10,13:00,Galatasaray,Samsunspor,H,3,0,1,2.6,2.6,1.2,0.0
2024-11-10,10:30,Goztep,Konyaspor,H,3,0,1,1.2,1.2,0.0,0.0
2024-11-23,10:30,Eyupspor,Rizespor,A,0,3,2,2.0,1.8,0.0,0.0
2024-11-23,13:00,Gaziantep,Buyuksehyr,H,3,0,1,1.6,0.6,0.0,1.2
2024-11-23,13:00,Kayserispor,Fenerbahce,A,0,3,2,1.8,2.6,0.0,1.2
2024-11-23,16:00,Bodrumspor,Galatasaray,A,0,3,2,0.4,2.6,0.0,0.0
2024-11-24,10:30,Sivasspor,Kasimpasa,D,1,1,0,1.8,1.4,0.2,0.8
2024-11-24,13:00,Konyaspor,Hatayspor,D,1,1,0,1.2,0.8,0.6,0.6
2024-11-24,13:00,Samsunspor,Alanyaspor,D,1,1,0,2.0,0.8,0.2,0.8
2024-11-24,16:00,Besiktas,Goztep,A,0,3,2,1.0,1.8,0.0,0.0
2024-11-25,17:00,Trabzonspor,Ad. Demirspor,H,3,0,1,0.8,0.2,0.6,0.6
2024-11-29,17:00,Antalyaspor,Sivasspor,H,3,0,1,1.2,2.0,0.8,0.2
2024-11-30,10:30,Samsunspor,Bodrumspor,H,3,0,1,1.6,0.2,0.0,0.0
2024-11-30,13:00,Ad. Demirspor,Konyaspor,A,0,3,2,0.2,0.8,0.8,0.2
2024-11-30,16:00,Alanyaspor,Trabzonspor,H,3,0,1,0.4,1.2,0.6,0.6
2024-11-30,16:00,Buyuksehyr,Goztep,H,3,0,1,0.4,1.8,0.0,0.0
2024-12-01,13:00,Rizespor,Kayserispor,H,3,0,1,2.4,1.6,0.6,0.6
2024-12-01,16:00,Galatasaray,Eyupspor,D,1,1,0,3.0,2.0,0.0,0.0
2024-12-02,17:00,Fenerbahce,Gaziantep,H,3,0,1,2.6,2.0,1.2,0.0
2024-12-02,17:00,Hatayspor,Besiktas,D,1,1,0,0.8,0.8,0.2,0.8
2024-12-06,17:00,Trabzonspor,Kasimpasa,D,1,1,0,0.6,1.4,0.6,0.6
2024-12-07,16:00,Besiktas,Fenerbahce,H,3,0,1,0.4,3.0,0.0,1.2
2024-12-07,13:00,Goztep,Ad. Demirspor,H,3,0,1,1.8,0.2,0.0,0.0
2024-12-07,10:30,Konyaspor,Antalyaspor,D,1,1,0,1.4,1.8,0.4,0.4
2024-12-08,10:30,Eyupspor,Samsunspor,H,3,0,1,1.6,2.0,0.0,0.0
2024-12-08,13:00,Kayserispor,Alanyaspor,H,3,0,1,1.4,1.0,0.6,0.6
2024-12-08,13:00,Sivasspor,Galatasaray,A,0,3,2,1.4,2.6,0.2,0.8
2024-12-08,16:00,Buyuksehyr,Hatayspor,H,3,0,1,1.0,1.0,1.2,0.0
2024-12-09,17:00,Gaziantep,Rizespor,H,3,0,1,1.8,2.4,0.6,0.6
2024-12-13,17:00,Bodrumspor,Sivasspor,H,3,0,1,0.2,0.8,0.0,0.0
2024-12-13,17:00,Kasimpasa,Eyupspor,H,3,0,1,1.0,2.0,0.0,0.0
2024-12-14,16:00,Alanyaspor,Gaziantep,H,3,0,1,1.0,1.8,0.6,0.6
2024-12-14,13:00,Rizespor,Konyaspor,D,1,1,0,1.8,1.6,0.8,0.2
2024-12-15,10:30,Hatayspor,Goztep,D,1,1,0,1.0,1.8,0.0,0.0
2024-12-15,13:00,Antalyaspor,Kayserispor,H,3,0,1,2.0,1.4,0.4,0.4
2024-12-15,16:00,Fenerbahce,Buyuksehyr,H,3,0,1,2.4,1.4,1.2,0.0
2024-12-16,16:00,Ad. Demirspor,Besiktas,H,3,0,1,0.2,1.0,0.8,0.2
2024-12-16,18:00,Galatasaray,Trabzonspor,H,3,0,1,2.6,0.8,1.2,0.0
2024-12-20,17:00,Eyupspor,Fenerbahce,D,1,1,0,1.4,2.4,0.0,0.0
2024-12-21,16:00,Besiktas,Alanyaspor,D,1,1,0,1.0,1.6,0.2,0.8
2024-12-21,13:00,Sivasspor,Samsunspor,D,1,1,0,0.2,1.4,0.2,0.8
2024-12-22,13:00,Kayserispor,Galatasaray,A,0,3,2,1.2,2.6,0.2,0.8
2024-12-22,16:00,Trabzonspor,Bodrumspor,H,3,0,1,0.8,0.8,0.0,0.0
2024-12-22,10:30,Gaziantep,Antalyaspor,H,3,0,1,1.2,2.0,0.6,0.6
2024-12-22,13:00,Goztep,Rizespor,H,3,0,1,2.0,2.0,0.0,0.0
2024-12-23,17:00,Buyuksehyr,Kasimpasa,D,1,1,0,1.4,1.6,1.2,0.0
2024-12-23,17:00,Hatayspor,Ad. Demirspor,A,0,3,2,1.2,0.6,0.8,0.2
2025-01-03,17:00,Alanyaspor,Konyaspor,H,3,0,1,1.6,1.2,0.8,0.2
2025-01-03,17:00,Rizespor,Besiktas,D,1,1,0,1.4,1.0,0.0,1.2
2025-01-04,10:30,Ad. Demirspor,Buyuksehyr,A,0,3,2,1.2,1.4,0.2,0.8
2025-01-04,13:00,Antalyaspor,Eyupspor,A,0,3,2,2.0,1.0,0.0,0.0
2025-01-04,16:00,Galatasaray,Goztep,H,3,0,1,2.6,2.0,0.0,0.0
2025-01-04,17:00,Samsunspor,Trabzonspor,H,3,0,1,1.0,1.4,0.6,0.6
2025-01-05,16:00,Fenerbahce,Hatayspor,H,3,0,1,2.0,0.6,1.2,0.0
2025-01-05,13:00,Bodrumspor,Kayserispor,D,1,1,0,0.6,0.6,0.0,0.0
2025-01-05,10:30,Kasimpasa,Gaziantep,D,1,1,0,1.2,1.8,0.6,0.6
2025-01-11,10:30,Kayserispor,Samsunspor,A,0,3,2,0.8,1.6,0.6,0.6
2025-01-11,13:00,Hatayspor,Rizespor,A,0,3,2,0.4,1.0,0.6,0.6
2025-01-11,16:00,Besiktas,Bodrumspor,H,3,0,1,1.2,0.8,0.0,0.0
2025-01-12,10:30,Sivasspor,Alanyaspor,D,1,1,0,0.4,2.0,0.6,0.6
2025-01-12,13:00,Trabzonspor,Antalyaspor,H,3,0,1,0.8,1.4,0.8,0.2
2025-01-12,16:00,Buyuksehyr,Galatasaray,A,0,3,2,2.0,2.6,0.0,1.2
